Date,Open,High,Low,Close,Adj Close,Volume
01-12-2003,null,null,null,null,null,null
01-01-2004,2011.079956,2153.830078,1999.77002,2066.149902,2066.149902,45972690000
01-02-2004,2072.129883,2094.919922,1991.050049,2029.819946,2029.819946,35916840000
01-03-2004,2036.920044,2069.02002,1896.910034,1994.219971,1994.219971,42497500000
01-04-2004,1996.449951,2079.120117,1919.390015,1920.150024,1920.150024,40153120000
01-05-2004,1928.719971,1991.869995,1865.400024,1986.73999,1986.73999,32652780000
01-06-2004,1978.52002,2055.649902,1960.26001,2047.790039,2047.790039,32602090000
01-07-2004,2045.530029,2045.530029,1829.060059,1887.359985,1887.359985,35711700000
01-08-2004,1874.930054,1893.130005,1750.819946,1838.099976,1838.099976,30823660000
01-09-2004,1833.369995,1925.849976,1833.329956,1896.839966,1896.839966,31295080000
01-10-2004,1909.589966,1984.180054,1899.329956,1974.98999,1974.98999,35975380000
01-11-2004,1975.47998,2117.889893,1969.319946,2096.810059,2096.810059,37928210000
01-12-2004,2104.580078,2185.560059,2097.860107,2175.439941,2175.439941,44379920000
01-01-2005,2184.75,2191.600098,2008.680054,2062.409912,2062.409912,43135970000
01-02-2005,2063.27002,2103.449951,2023,2051.719971,2051.719971,36633150000
01-03-2005,2057.469971,2100.570068,1968.579956,1999.22998,1999.22998,39780380000
01-04-2005,2009.089966,2021.819946,1889.829956,1921.650024,1921.650024,37517930000
01-05-2005,1923.22998,2076.800049,1916.030029,2068.219971,2068.219971,34223410000
01-06-2005,2067.22998,2106.570068,2039.689941,2056.959961,2056.959961,36702320000
01-07-2005,2060.969971,2201.389893,2050.300049,2184.830078,2184.830078,32702310000
01-08-2005,2191.48999,2219.909912,2112.25,2152.090088,2152.090088,34238710000
01-09-2005,2150.030029,2186.830078,2093.060059,2151.689941,2151.689941,34790080000
01-10-2005,2152.699951,2167,2025.579956,2120.300049,2120.300049,36500900000
01-11-2005,2109.889893,2269.300049,2108.860107,2232.820068,2232.820068,35854200000
01-12-2005,2244.850098,2278.159912,2200.51001,2205.320068,2205.320068,34343260000
01-01-2006,2216.530029,2332.919922,2189.909912,2305.820068,2305.820068,41781780000
01-02-2006,2294.110107,2313.530029,2232.679932,2281.389893,2281.389893,37103890000
01-03-2006,2288.149902,2353.139893,2239.540039,2339.790039,2339.790039,47567350000
01-04-2006,2352.23999,2375.540039,2299.419922,2322.570068,2322.570068,39227480000
01-05-2006,2329.790039,2352.560059,2135.810059,2178.879883,2178.879883,45923780000
01-06-2006,2179.820068,2233.879883,2065.110107,2172.090088,2172.090088,43418010000
01-07-2006,2177.909912,2190.439941,2012.780029,2091.469971,2091.469971,36405330000
01-08-2006,2080.340088,2193.340088,2048.219971,2183.75,2183.75,38177580000
01-09-2006,2194.560059,2273.300049,2147.439941,2258.429932,2258.429932,37304950000
01-10-2006,2257,2379.290039,2224.209961,2366.709961,2366.709961,42714580000
01-11-2006,2373.48999,2468.419922,2316.820068,2431.77002,2431.77002,38943340000
01-12-2006,2430.75,2470.949951,2392.949951,2415.290039,2415.290039,35073670000
01-01-2007,2429.719971,2508.929932,2394.659912,2463.929932,2463.929932,42688490000
01-02-2007,2474.080078,2531.419922,2395.350098,2416.149902,2416.149902,39700560000
01-03-2007,2377.179932,2459.959961,2331.570068,2421.639893,2421.639893,43563900000
01-04-2007,2425.360107,2562.98999,2409.040039,2525.090088,2525.090088,39717000000
01-05-2007,2529.949951,2607.899902,2510.570068,2604.52002,2604.52002,44252460000
01-06-2007,2614.01001,2634.600098,2534.969971,2603.22998,2603.22998,45340310000
01-07-2007,2617.389893,2724.73999,2545.899902,2546.27002,2546.27002,45107360000
01-08-2007,2538.5,2627.75,2386.689941,2596.360107,2596.360107,52126030000
01-09-2007,2596.379883,2716.75,2536.929932,2701.5,2701.5,35257250000
01-10-2007,2704.25,2861.51001,2698.139893,2859.120117,2859.120117,48751620000
01-11-2007,2835,2835.629883,2539.810059,2660.959961,2660.959961,50214790000
01-12-2007,2654.909912,2734.820068,2553.98999,2652.280029,2652.280029,37753390000
01-01-2008,2653.909912,2661.5,2202.540039,2389.860107,2389.860107,55211960000
01-02-2008,2392.580078,2419.22998,2252.649902,2271.47998,2271.47998,45767570000
01-03-2008,2271.26001,2346.780029,2155.419922,2279.100098,2279.100098,44966440000
01-04-2008,2306.51001,2451.189941,2266.290039,2412.800049,2412.800049,42726250000
01-05-2008,2416.48999,2551.469971,2416.48999,2522.659912,2522.659912,42783110000
01-06-2008,2514.820068,2549.939941,2290.590088,2292.97998,2292.97998,45968100000
01-07-2008,2274.23999,2353.389893,2167.290039,2325.550049,2325.550049,50672460000
01-08-2008,2326.830078,2473.199951,2280.929932,2367.52002,2367.52002,39482890000
01-09-2008,2402.110107,2413.110107,1983.72998,2091.879883,2091.879883,51722940000
01-10-2008,2075.100098,2083.199951,1493.790039,1720.949951,1720.949951,62537120000
01-11-2008,1718.890015,1785.839966,1295.47998,1535.569946,1535.569946,41933210000
01-12-2008,1496.089966,1602.920044,1398.069946,1577.030029,1577.030029,39619890000
01-01-2009,1578.869995,1665.630005,1434.079956,1476.420044,1476.420044,39995600000
01-02-2009,1460.849976,1598.5,1372.420044,1377.839966,1377.839966,42380620000
01-03-2009,1356.130005,1587,1265.52002,1528.589966,1528.589966,49480930000
01-04-2009,1504.869995,1753.609985,1498.540039,1717.300049,1717.300049,48683640000
01-05-2009,1719.290039,1774.329956,1664.189941,1774.329956,1774.329956,47352030000
01-06-2009,1796.089966,1879.920044,1753.780029,1835.040039,1835.040039,51881250000
01-07-2009,1846.119995,2009.810059,1727.050049,1978.5,1978.5,47084360000
